metric,condition_id,condition_label,total_steps_est,mean,std,runs
Train_mean_reward,E0,four_leg_stand,7372800,39.55361175537109,0.0,1
Train_mean_reward,E0,four_leg_stand,7397376,39.54888916015625,0.0,1
Train_mean_reward,E0,four_leg_stand,7421952,39.5499382019043,0.0,1
Train_mean_reward,E0,four_leg_stand,7446528,39.548248291015625,0.0,1
Train_mean_reward,E0,four_leg_stand,7471104,39.5472297668457,0.0,1
Train_mean_reward,E0,four_leg_stand,7495680,39.54693222045898,0.0,1
Train_mean_reward,E0,four_leg_stand,7520256,39.54659271240234,0.0,1
Train_mean_reward,E0,four_leg_stand,7544832,39.54605865478516,0.0,1
Train_mean_reward,E0,four_leg_stand,7569408,39.54586791992188,0.0,1
Train_mean_reward,E0,four_leg_stand,7593984,39.54518127441406,0.0,1
Train_mean_reward,E0,four_leg_stand,7618560,39.54489135742188,0.0,1
Train_mean_reward,E0,four_leg_stand,7643136,39.54436111450195,0.0,1
Train_mean_reward,E0,four_leg_stand,7667712,39.54369354248047,0.0,1
Train_mean_reward,E0,four_leg_stand,7692288,39.54308319091797,0.0,1
Train_mean_reward,E0,four_leg_stand,7716864,39.53174209594727,0.0,1
Train_mean_reward,E0,four_leg_stand,7741440,39.53134536743164,0.0,1
Train_mean_reward,E0,four_leg_stand,7766016,39.53181076049805,0.0,1
Train_mean_reward,E0,four_leg_stand,7790592,39.53266143798828,0.0,1
Train_mean_reward,E0,four_leg_stand,7815168,39.53207015991211,0.0,1
Train_mean_reward,E0,four_leg_stand,7839744,39.5318489074707,0.0,1
Train_mean_reward,E0,four_leg_stand,7864320,39.53219604492188,0.0,1
Train_mean_reward,E0,four_leg_stand,7888896,39.53063583374024,0.0,1
Train_mean_reward,E0,four_leg_stand,7913472,39.52619552612305,0.0,1
Train_mean_reward,E0,four_leg_stand,7938048,39.5255241394043,0.0,1
Train_mean_reward,E0,four_leg_stand,7962624,39.52414321899414,0.0,1
Train_mean_reward,E0,four_leg_stand,7987200,39.52335357666016,0.0,1
Train_mean_reward,E0,four_leg_stand,8011776,39.52340316772461,0.0,1
Train_mean_reward,E0,four_leg_stand,8036352,39.5231819152832,0.0,1
Train_mean_reward,E0,four_leg_stand,8060928,39.52321243286133,0.0,1
Train_mean_reward,E0,four_leg_stand,8085504,39.52324295043945,0.0,1
Train_mean_reward,E0,four_leg_stand,8110080,39.523231506347656,0.0,1
Train_mean_reward,E0,four_leg_stand,8134656,39.523040771484375,0.0,1
Train_mean_reward,E0,four_leg_stand,8159232,39.52260971069336,0.0,1
Train_mean_reward,E0,four_leg_stand,8183808,39.52230453491211,0.0,1
Train_mean_reward,E0,four_leg_stand,8208384,39.52162551879883,0.0,1
Train_mean_reward,E0,four_leg_stand,8232960,39.51667785644531,0.0,1
Train_mean_reward,E0,four_leg_stand,8257536,39.51751708984375,0.0,1
Train_mean_reward,E0,four_leg_stand,8282112,39.51664733886719,0.0,1
Train_mean_reward,E0,four_leg_stand,8306688,39.51781463623047,0.0,1
Train_mean_reward,E0,four_leg_stand,8331264,39.517486572265625,0.0,1
Train_mean_reward,E0,four_leg_stand,8355840,39.51715469360352,0.0,1
Train_mean_reward,E0,four_leg_stand,8380416,39.516998291015625,0.0,1
Train_mean_reward,E0,four_leg_stand,8404992,39.52054214477539,0.0,1
Train_mean_reward,E0,four_leg_stand,8429568,39.52936553955078,0.0,1
Train_mean_reward,E0,four_leg_stand,8454144,39.53126907348633,0.0,1
Train_mean_reward,E0,four_leg_stand,8478720,39.530494689941406,0.0,1
Train_mean_reward,E0,four_leg_stand,8503296,39.529666900634766,0.0,1
Train_mean_reward,E0,four_leg_stand,8527872,39.52908706665039,0.0,1
Train_mean_reward,E0,four_leg_stand,8552448,39.5286865234375,0.0,1
Train_mean_reward,E0,four_leg_stand,8577024,39.52824020385742,0.0,1
Train_mean_reward,E0,four_leg_stand,8601600,39.5276985168457,0.0,1
Train_mean_reward,E0,four_leg_stand,8626176,39.52743911743164,0.0,1
Train_mean_reward,E0,four_leg_stand,8650752,39.52740859985352,0.0,1
Train_mean_reward,E0,four_leg_stand,8675328,39.52749633789063,0.0,1
Train_mean_reward,E0,four_leg_stand,8699904,39.527442932128906,0.0,1
Train_mean_reward,E0,four_leg_stand,8724480,39.52735137939453,0.0,1
Train_mean_reward,E0,four_leg_stand,8749056,39.52814483642578,0.0,1
Train_mean_reward,E0,four_leg_stand,8773632,39.52873229980469,0.0,1
Train_mean_reward,E0,four_leg_stand,8798208,39.52919387817383,0.0,1
Train_mean_reward,E0,four_leg_stand,8822784,39.52873611450195,0.0,1
